app_id,rank,name,id,price,currency,genre,avg_score,reviews_count,developer,estimated_downloads,downloads_garg_telang,macro_category,final_category
388624839,76,CamScanner + | OCR Scanner,388624839.0,0.99,USD,Productivity,4.85412,16624.0,Linguan Data,332480.0,0.8880625256816623,Productivity,Productivity
980368562,77,FitMenCook - Healthy Recipes,980368562.0,3.99,USD,Food & Drink,4.91413,15582.0,Nibble Apps Ltd,311640.0,0.8771711325017265,Lifestyle,Outside Good
578448682,78,Grand Theft Auto: Vice City,578448682.0,4.99,USD,Games,4.5313,16055.0,Rockstar Games,321100.0,0.8665512844507439,Games,Games
1171040772,79,Reigns: Her Majesty,1171040772.0,2.99,USD,Games,4.83886,15310.0,Devolver,306200.0,0.8561928585577373,Games,Games
366111277,80,Quran Majeed Pro القرآن المجيد,366111277.0,19.99,USD,Reference,4.86545,15459.0,Pakistan Data Management Services,309180.0,0.8460862310907785,Education,Education
379869627,81,Living Earth - Clock & Weather,379869627.0,5.99,USD,Weather,4.77696,15289.0,"Radiantlabs, LLC",305780.0,0.8362222470742456,Weather,Weather
336901296,82,Windfinder Pro: Wind & Weather,336901296.0,12.99,USD,Weather,4.82754,15018.0,Windfinder,300360.0,0.8265921920164742,Weather,Weather
598581396,83,Kingdom Rush Frontiers TD,598581396.0,0.99,USD,Games,4.87094,15529.0,Ironhide S.A.,310580.0,0.8171877656628085,Games,Games
936694037,84,Voice Recorder - Audio Record,936694037.0,5.99,USD,Business,4.70641,15845.0,LiveBird Technologies Private Limited,316900.0,0.8080010576065674,Productivity,Productivity
335047649,85,ScanBizCards,335047649.0,0.99,USD,Business,4.58026,13773.0,ScanBiz Mobile Solutions L.P.,275460.0,0.7990245246060887,Productivity,Productivity
777310222,86,GoodReader PDF Editor & Viewer,777310222.0,5.99,USD,Productivity,4.6557,13738.0,"Good.iWare, Inc.",274760.0,0.7902509694700546,Productivity,Productivity
1135811739,87,FAX from iPhone & iPad App,1135811739.0,3.99,USD,Business,4.59117,13676.0,BPMobile,273520.0,0.7816735213858802,Productivity,Productivity
1453990763,88,Screen Mirroring+ for Fire TV,1453990763.0,9.99,USD,Photo & Video,3.21829,14238.0,Kraus und Karnath GbR 2Kit Consulting,284760.0,0.773285617577259,Entertainment,Entertainment
1062745479,89,HeartWatch: Heart Rate Tracker,1062745479.0,8.99,USD,Health & Fitness,4.68709,13464.0,Tantsissa,269280.0,0.7650809861871278,Lifestyle,Lifestyle
306967807,90,Card Shark Collection™,306967807.0,2.99,USD,Games,4.75929,13186.0,Easy 8 Software,263720.0,0.7570536302914734,Games,Games
564874986,91,Backflip Madness,564874986.0,0.99,USD,Games,4.46577,12742.0,Gamesoul Studio,254840.0,0.7491978129576613,Games,Games
417817520,92,Tiny Wings,417817520.0,2.99,USD,Games,4.84622,14267.0,Andreas Illiger,285340.0,0.7415080432684242,Games,Games
1078038667,93,GifJif - Custom Gif Creator,1078038667.0,0.99,USD,Entertainment,4.8925,12781.0,Max Shaw,255620.0,0.7339790632393868,Entertainment,Entertainment
904737816,94,Kingdom Rush Origins TD,904737816.0,2.99,USD,Games,4.87108,13164.0,Ironhide S.A.,263280.0,0.7266058355640957,Games,Games
618790117,95,Cute CUT Pro,618790117.0,9.99,USD,Photo & Video,4.42373,12366.0,波 余,247320.0,0.7193835321260543,Entertainment,Entertainment
284972998,96,SoundHound∞ - Music Discovery,284972998.0,6.99,USD,Music,4.86082,12193.0,"SoundHound, Inc.",243860.0,0.7123075232222635,Entertainment,Entertainment
1079607960,97,Oh She Glows,1079607960.0,2.99,USD,Food & Drink,4.867,12263.0,Glo Bakery Corporation,245260.0,0.7053733674473188,Lifestyle,Outside Good
372283316,98,▻Sudoku +,372283316.0,4.99,USD,Games,4.84377,13365.0,"PeopleFun CG, LLC",267300.0,0.698576802191246,Games,Games
1133544923,99,Hidden Folks,1133544923.0,4.99,USD,Games,4.87962,12254.0,Adriaan de Jongh,245080.0,0.6919137347080135,Games,Games
448162988,100,My Sketch - Pencil Sketches,448162988.0,3.99,USD,Photo & Video,4.77376,12226.0,Miinu Limited,244520.0,0.6853802337150837,Entertainment,Entertainment
443646748,101,Fitness Buddy+ Workout Trainer,443646748.0,3.99,USD,Health & Fitness,4.82154,11706.0,"Kodeon, Inc.",234120.0,0.6789725214874802,Lifestyle,Lifestyle
1040227414,102,Exploding Kittens®,1040227414.0,4.99,USD,Games,4.69102,11548.0,Marmalade Game Studio,230960.0,0.6726869664126991,Games,Games
330247123,103,"Sun Seeker - Tracker, Surveyor",330247123.0,11.99,USD,Navigation,4.83859,12310.0,ozPDA,246200.0,0.666520075975384,Travel,Travel
1279565050,104,Graphing Calculator Plus,1279565050.0,5.99,USD,Education,4.63381,11841.0,Incpt.Mobis,236820.0,0.660468490143064,Education,Education
514345557,105,Home Design 3D - GOLD EDITION,514345557.0,8.99,USD,Productivity,4.54695,11566.0,Anuman,231320.0,0.6545289751264217,Productivity,Productivity
352247139,106,Calorie Counter PRO MyNetDiary,352247139.0,3.99,USD,Health & Fitness,4.76998,12460.0,MyNetDiary Inc.,249200.0,0.6486984174895518,Lifestyle,Lifestyle
